name,sex
hattie,0
hattie,1
hatty,0
haven,0
haven,1
havivah,0
hayden,0
hayden,1
haydon,1
hayes,1
haylee,0
hayleigh,0
hayley,0
haylie,0
hays,1
hayward,1
haywood,1
hazel,0
hazel,1
hazelle,0
hazen,1
hazle,0
heath,0
heath,1
heathcliff,1
heather,0
heather,1
heaven,0
heber,1
hebert,1
hector,1
heda,0
hedda,0
heddi,0
heddie,0
hedi,0
hedvig,0
hedwig,0
hedy,0
heida,0
heide,0
heidi,0
heidie,0
heidy,0
heinrich,1
heinz,1
helaina,0
helaine,0
helen,0
helen,1
helena,0
helene,0
helenelizabeth,0
helga,0
helge,0
helise,0
hellen,0
hellene,0
helli,0
helma,0
helmer,1
helmuth,1
heloise,0
helsa,0
helyn,0
hence,1
henderson,1
hendrick,1
hendrik,1
hendrika,0
henery,1
henka,0
hennie,0
henretta,0
henri,1
henrie,0
henrie,1
henrieta,0
henrietta,0
henriette,0
henrik,1
henrique,1
henry,0
henry,1
henryetta,0
hephzibah,0
herb,1
herbert,1
herbie,1
herby,1
hercule,1
hercules,1
herculie,1
heriberto,1
herlinda,0
herma,0
herman,1
hermann,1
hermia,0
hermina,0
hermine,0
herminia,0
hermione,0
hermon,1
hermy,1
hernan,1
hernando,1
herold,1
herrick,1
herrmann,1
hersch,1
herschel,1
hersh,1
hershel,1
hershell,1
herta,0
hertha,0
herve,1
hervey,1
hessie,0
hester,0
hester,1
hesther,0
hestia,0
hetti,0
hettie,0
hetty,0
hew,1
hewe,1
hewet,1
hewett,1
hewie,1
hewitt,1
heyward,1
heywood,1
hezekiah,1
hezzie,1
hideo,1
higgins,1
hilah,0
hilarie,0
hilario,1
hilary,0
hilary,1
hilbert,1
hilda,0
hildagard,0
hildagarde,0
hilde,0
hildegaard,0
hildegard,0
hildegarde,0
hildred,0
hildur,0
hildy,0
hill,1
hillard,1
hillary,0
hillary,1
hillel,1
hillery,1
hilliard,1
hilliary,0
hilma,0
hilmer,1
hilton,1
hinda,0
hiralal,1
hiram,1
hiro,1
hiroshi,1
hirsch,1
hjalmar,1
hjalmer,1
hobart,1
hobert,1
hobson,1
hodge,1
hogan,1
hoke,1
holden,1
holland,1
holley,0
holli,0
hollie,0
hollie,1
hollis,0
hollis,1
holly,0
holly,1
hollyanne,0
holmes,1
homer,1
honey,0
honor,0
honora,0
honoria,0
hoover,1
hope,0
hope,1
horace,1
horacio,1
horatia,0
horatio,1
horatius,1
horst,1
hortencia,0
hortense,0
hortensia,0
horton,1
hosea,1
hosie,1
hosteen,1
houston,1
howard,0
howard,1
howell,1
howie,1
hoy,1
hoyt,1
hubbard,1
hubert,1
hudson,1
huey,1
hugh,1
hughes,1
hughey,1
hughie,1
hugo,1
hulda,0
huldah,0
humbert,1
humberto,1
humphrey,1
hung,1
hunt,1
hunter,0
hunter,1
huntington,1
huntlee,1
huntley,1
hurbert,1
hurley,1
husain,1
husein,1
hussein,1
huston,1
huy,1
hy,1
hyacinth,0
hyacintha,0
hyacinthe,0
hyacinthia,0
hyacinthie,0
hyatt,1
hyman,1
hymen,1
hymie,1
hynda,0
hyrum,1
iago,1
iain,1
ian,1
ianthe,0
ibbie,0
ibby,0
ibrahim,1
ica,0
icey,0
ichabod,1
icie,0
icy,0
ida,0
ida,1
idabelle,0
idalia,0
idalina,0
idaline,0
idamae,0
idell,0
idella,0
idelle,0
idette,0
iesha,0
ieshia,0
iggie,1
iggy,1
ignace,1
ignacio,1
ignacius,1
ignatius,1
ignatz,1
ignaz,1
ignazio,1
igor,1
ike,0
ike,1
ikey,0
ikey,1
ila,0
ilah,0
ilana,0
ilda,0
ileana,0
ileane,0
ilene,0
iliana,0
ilise,0
ilka,0
illa,0
illya,1
ilma,0
ilo,0
ilona,0
ilsa,0
ilse,0
ilysa,0
ilyse,0
ilyssa,0
ima,0
imani,0
imanol,1
imelda,0
immanuel,1
imo,0
imogen,0
imogene,0
imojean,0
ina,0
inci,0
india,0
indiana,0
indira,0
inell,0
ines,0
inesita,0
inessa,0
inez,0
infant,0
infant,1
inga,0
ingaberg,0
ingaborg,0
ingamar,1
inge,0
ingeberg,0
ingeborg,0
ingelbert,1
ingemar,1
inger,0
inglebert,1
ingmar,1
ingram,1
ingrid,0
ingunna,0
inigo,1
inna,0
ioana,0
iola,0
iolande,0
iolanthe,0
iona,0
ione,0
iormina,0
ira,0
ira,1
ireland,0
irena,0
irene,0
irene,1
iridian,0
irina,0
irine,0
iris,0
irita,0
irl,1
irma,0
irva,0
irven,1
irvin,1
irvine,1
irving,1
irwin,1
isa,0
isa,1
isaac,1
isaak,1
isabeau,0
isabel,0
isabela,0
isabelita,0
isabell,0
isabella,0
isabelle,0
isador,0
isador,1
isadora,0
isadore,0
isadore,1
isahella,0
isai,1
isaiah,1
isaias,1
isam,1
isamar,0
iseabal,0
ishaan,1
isham,1
ishmael,1
isiah,1
isidor,1
isidora,0
isidore,1
isidro,1
isis,0
isla,0
ismael,1
ismail,1
isobel,0
isom,1
israel,1
isreal,1
issac,1
issi,0
issie,0
issy,0
istvan,1
itzel,0
iva,0
iva,1
ivah,0
ivan,1
ivana,0
iver,1
iverson,1
ivett,0
ivette,0
ivey,0
ivey,1
ivie,0
ivonne,0
ivor,1
ivory,0
ivory,1
ivy,0
ivy,1
iyana,0
iyanna,0
iza,0
izaak,1
izabel,0
izabella,0
izabelle,0
izaiah,1
izak,1
izayah,1
izetta,0
izola,0
izora,0
izzi,0
izzy,1
jabari,1
jabbar,1
jabez,1
jacalyn,0
jace,1
jacenta,0
jacey,0
jacinda,0
jacinta,0
jacintha,0
jacinthe,0
jack,0
jack,1
jackeline,0
jackelyn,0
jacki,0
jackie,0
jackie,1
jacklin,0
jacklyn,0
jackquelin,0
jackqueline,0
jackson,1
jacky,0
jacky,1
jaclin,0
jaclyn,0
jacob,1
jacoby,1
jacque,0
jacquelin,0
jacqueline,0
jacquelyn,0
jacquelynn,0
jacquenetta,0
jacquenette,0
jacques,1
jacquetta,0
jacquette,0
jacquez,1
jacqui,0
jacquie,0
jacquline,0
jacqulyn,0
jacynth,0
jada,0
jade,0
jade,1
jaden,0
jaden,1
jadiel,1
jadon,1
jadyn,0
jadyn,1
jae,1
jaeda,0
jaeden,1
jaelyn,0
jaelynn,0
jagger,1
jaheem,1
jaheim,1
jahiem,1
jahir,1
jaida,0
jaiden,0
jaiden,1
jaidyn,0
jaidyn,1
jailene,0
jailyn,0
jaime,0
jaime,1
jaimee,0
jaimie,0
jaimie,1
jaine,0
jair,1
jairo,1
jajuan,1
jakayla,0
jake,1
jakob,1
jakobe,1
jaleel,1
jaleesa,0
jaleh,0
jalen,1
jalisa,0
jalissa,0
jaliyah,0
jalon,1
jalyn,0
jalynn,0
jamaal,1
jamal,1
jamar,1
jamarcus,1
jamari,1
jamarion,1
jame,1
jameel,1
jamel,1
james,0
james,1
jameson,1
jamey,0
jamey,1
jami,0
jamie,0
jamie,1
jamil,1
jamila,0
jamima,0
jamin,1
jamir,1
jamison,1
jamiya,0
jammie,0
jammie,1
jamya,0
jan,0
jan,1
jana,0
janae,0
janay,0
janaya,0
janaye,0
jandy,0
jane,0
janean,0
janeczka,0
janeen,0
janel,0
janela,0
janell,0
janella,0
janelle,0
janene,0
janenna,0
janessa,0
janet,0
janet,1
janeta,0
janetta,0
janette,0
janeva,0
janey,0
jania,0
janiah,0
janice,0
janice,1
janie,0
janifer,0
janina,0
janine,0
janis,0
janith,0
janiya,0
janiyah,0
janka,0
jann,0
janna,0
jannel,0
jannelle,0
jannette,0
jannie,0
janos,1
janot,0
january,0
janus,1
jany,0
janyce,0
jaquan,1
jaquelin,0
jaqueline,0
jaquelyn,0
jaquenetta,0
jaquenette,0
jaquez,1
jaquith,0
jarad,1
jared,1
jaren,1
jaret,1
jarett,1
jarod,1
jaron,1
jarrad,1
jarred,1
jarrell,1
jarret,1
jarrett,1
jarrod,1
jarvis,1
jase,1
jasen,1
jasiah,1
jaslene,0
jaslyn,0
jasmin,0
jasmina,0
jasmine,0
jasmine,1
jasmyn,0
jasmyne,0
jason,0
jason,1
jasper,1
jaunita,0
javen,1
javier,1
javion,1
javon,1
javonte,1
jax,1
jaxon,1
jaxson,1
jay,1
jayce,1
jaycee,0
jaycie,0
jayda,0
jaydan,1
jayde,0
jayden,0
jayden,1
jaydin,1
jaydon,1
jaye,0
jayla,0
jaylah,0
jaylan,1
jaylee,0
jayleen,0
jaylen,0
jaylen,1
jaylene,0
jaylin,0
jaylin,1
jaylon,1
jaylyn,0
jaylynn,0
jayme,0
jayme,1
jaymee,0
jaymes,1
jayne,0
jaynell,0
jayson,1
jayvion,1
jayvon,1
jazlene,0
jazlyn,0
jazlynn,0
jazmin,0
jazmine,0
jazmyn,0
jazmyne,0
jean,0
jean,1
jeana,0
jeanchristophe,1
jeane,0
jeanelle,0
jeanetta,0
jeanette,0
jeanfrancois,1
jeanie,0
jeanine,0
jeanlou,1
jeanluc,1
jeanmarc,1
jeanmarie,0
jeanna,0
jeanne,0
jeannette,0
jeannie,0
jeannine,0
jeanpaul,1
jeanpierre,1
jeb,1
jed,1
jedediah,1
jedidiah,1
jef,1
jeff,1
jefferey,1
jefferson,1
jeffery,1
jeffie,0
jeffie,1
jeffrey,0
jeffrey,1
jeffry,1
jefry,1
jehanna,0
jehu,1
jelani,1
jelene,0
jemal,1
jemie,0
jemima,0
jemimah,0
jemmie,0
jemmy,0
jen,0
jena,0
jenda,0
jenelle,0
jenette,0
jeni,0
jenica,0
jeniece,0
jenifer,0
jeniffer,0
jenilee,0
jenine,0
jenn,0
jenna,0
jennee,0
jennette,0
jenni,0
jennica,0
jennie,0
jennie,1
jennifer,0
jennifer,1
jenniffer,0
jennilee,0
jennine,0
jennings,1
jenny,0
jens,1
jensen,0
jensen,1
jep,1
jephthah,1
jeptha,1
jerad,1
jerald,1
jeraldine,0
jeralee,0
jeramiah,1
jeramie,1
jeramy,1
jere,0
jere,1
jered,1
jerel,1
jereme,1
jeremey,1
jeremiah,1
jeremias,1
jeremie,1
jeremy,0
jeremy,1
jeri,0
jerica,0
jerilyn,0
jerilynn,0
jerimiah,1
jerimy,1
jermain,1
jermaine,0
jermaine,1
jermayne,1
jermey,1
jerod,1
jerold,1
jerome,1
jeromy,1
jerrad,1
jerrel,1
jerrell,1
jerri,0
jerri,1
jerrica,0
jerrie,0
jerrie,1
jerrilee,0
jerrilyn,0
jerrine,0
jerrod,1
jerrold,1
jerrome,1
jerry,0
jerry,1
jerrylee,0
jerusha,0
jervis,1
jeryl,0
jerzy,1
jesenia,0
jesica,0
jess,0
jess,1
jessa,0
jessalin,0
jessalyn,0
jessamine,0
jessamyn,0
jesse,0
jesse,1
jessee,1
jesselyn,0
jessenia,0
jessey,1
jessi,0
jessica,0
jessica,1
jessie,0
jessie,1
jessika,0
jessy,0
jessy,1
jessye,0
jesus,1
jeth,1
jethro,1
jett,1
jetta,0
jettie,0
jettie,1
jevon,1
jewel,0
jewel,1
jewell,0
jewell,1
jewelle,0
jiles,1
jill,0
jillana,0
jillane,0
jillayne,0
jilleen,0
jillene,0
jilli,0
jillian,0
jillie,0
jilly,0
jim,1
jimbo,1
jimena,0
jimmie,0
jimmie,1
jimmy,0
jimmy,1
jinnie,0
jinny,0
jo,0
jo,1
joab,1
joachim,1
joan,0
joan,1
joana,0
joane,0
joanie,0
joann,0
joann,0
joanna,0
joanne,0
joannes,0
joao,1
joaquin,1
job,1
jobe,1
jobey,0
jobi,0
jobie,0
jobina,0
joby,0
jobye,0
jobyna,0
jocelin,0
joceline,0
jocelyn,0
jocelyne,0
jocelynn,0
jock,1
jodee,0
jodi,0
jodi,1
jodie,0
jodie,1
jody,0
jody,1
joe,0
joe,1
joel,1
joela,0
joelie,0
joell,0
joella,0
joelle,0
joellen,0
joelly,0
joellyn,0
joelynn,0
joeseph,1
joesph,1
joete,0
joetta,0
joette,0
joey,0
joey,1
johan,1
johana,0
johann,1
johanna,0
johannah,0
johannes,1
johathan,1
john,0
john,1
johnathan,1
johnathon,1
johndavid,1
johnette,0
johney,1
johnie,0
johnie,1
johnna,0
johnnie,0
johnnie,1
johnny,0
johnny,1
johnpatrick,1
johnpaul,1
johnson,1
johny,1
joi,0
joice,0
jojo,0
jolee,0
joleen,0
jolene,0
joletta,0
jolette,0
joli,0
jolie,0
joline,0
joly,0
jolyn,0
jolynn,0
jon,1
jonah,1
jonas,1
jonatan,1
jonathan,0
jonathan,1
jonathon,1
jonell,0
jones,1
joni,0
jonie,0
jonis,0
jonna,0
jonnie,0
jonnie,1
jonny,1
jordain,0
jordan,0
jordan,1
jordana,0
jordanna,0
jorden,1
jordi,1
jordin,0
jordon,1
jordy,1
jordyn,0
jordyn,1
joretta,0
jorey,0
jorge,1
jori,0
jorie,0
jorja,0
jorrie,0
jorry,0
jory,1
joscelin,0
jose,1
josee,0
josef,1
josefa,0
josefina,0
josefita,0
joselin,0
joseline,0
joseluis,1
joselyn,0
joseph,0
joseph,1
josepha,0
josephina,0
josephine,0
josephine,1
josephus,1
josette,0
josey,0
josh,1
joshua,0
joshua,1
joshuah,1
josi,0
josiah,1
josie,0
josiephine,0
joslyn,0
josselyn,0
jossie,0
josue,1
josy,0
jotham,1
jourdan,0
journey,0
jovan,1
jovani,1
jovanni,1
jovanny,1
jovany,1
jovita,0
joy,0
joy,1
joya,0
joyan,0
joyann,0
joyce,0
joyce,1
joycelin,0
joycelyn,0
joye,0
joyous,0
juan,1
juana,0
juanita,0
juanita,1
jud,1
judah,1
judas,1
judd,1
jude,0
jude,1
judge,1
judi,0
judie,0
judith,0
judith,1
juditha,0
judson,1
judy,0
judy,1
judye,0
judyth,0
juergen,1
jule,0
jule,1
julee,0
jules,1
juli,0
julia,0
julia,1
julian,1
juliana,0
juliane,0
juliann,0
julianna,0
julianne,0
julie,0
julie,1
julien,1
julienne,0
juliet,0
julieta,0
julietta,0
juliette,0
julina,0
juline,0
julio,1
julious,1
julisa,0
julissa,0
julita,0
julius,1
juluis,1
june,0
june,1
junette,0
junia,0
junie,0
junina,0
junior,1
junious,1
junius,1
justen,1
justice,0
justice,1
justin,0
justin,1
justina,0
justine,0
justine,1
justis,1
juston,1
justus,1
justyn,1
juwan,1
jyoti,0
kaaren,0
kaari,0
kacey,0
kaci,0
kacie,0
kacy,0
kade,1
kadeem,1
kaden,1
kadence,0
kadijah,0
kadin,1
kadyn,1
kaeden,1
kael,1
kaela,0
kaelyn,0
kahlil,1
kai,0
kai,1
kaia,0
kaiden,1
kaila,0
kaile,0
kailee,0
kailey,0
kailyn,0
kaiser,1
kaitlin,0
kaitlyn,0
kaitlynn,0
kaiya,0
kaja,0
kakalina,0
kala,0
kale,1
kaleb,1
kaleena,0
kaleigh,0
kalen,1
kalene,0
kaley,0
kali,0
kalie,0
kalil,1
kalila,0
kalina,0
kalinda,0
kalindi,0
kaliyah,0
kalle,1
kalli,0
kallie,0
kally,0
kalman,1
kalvin,1
kalyn,0
kam,1
kamari,0
kamari,1
kamden,1
kameko,0
kameron,0
kameron,1
kami,0
kamila,0
kamilah,0
kamillah,0
kamora,0
kamren,1
kamron,1
kamryn,0
kamryn,1
kandace,0
kandi,0
kandice,0
kandy,0
kane,1
kanesha,0
kania,0
kanisha,0
kanya,0
kanye,1
kara,0
karalee,0
karalynn,0
karan,0
kare,0
karee,0
kareem,1
kareen,1
karel,0
karel,1
karen,0
karen,1
karena,0
kari,0
karia,0
karie,0
karil,0
karilynn,0
karim,1
karin,0
karina,0
karine,0
kariotta,0
karis,0
karisa,0
karissa,0
karita,0
karl,1
karla,0
karlee,0
karleen,0
karlen,0
karlene,0
karley,0
karli,0
karlie,0
karlotta,0
karlotte,0
karly,0
karlyn,0
karma,0
karmen,0
karna,0
karol,0
karola,0
karole,0
karolina,0
karoline,0
karoly,0
karolyn,0
karon,0
karrah,0
karren,0
karri,0
karrie,0
karry,0
karson,1
karsten,1
karsyn,0
karter,1
kary,0
karyl,0
karylin,0
karyme,0
karyn,0
kasandra,0
kasen,1
kasey,0
kasey,1
kash,1
kasie,0
kason,1
kaspar,1
kass,0
kassandra,0
kassey,0
kassi,0
kassia,0
kassidy,0
kassie,0
kaster,0
kat,0
kata,0
katalin,0
katarina,0
kate,0
katee,0
katelin,0
katelyn,0
katelynn,0
katerina,0
katerine,0
katey,0
kath,0
katha,0
kathaleen,0
katharina,0
katharine,0
katharyn,0
kathe,0
katheleen,0
katherin,0
katherina,0
katherine,0
katherine,1
kathern,0
katheryn,0
kathey,0
kathi,0
kathie,0
kathleen,0
kathleen,1
kathlene,0
kathlin,0
kathlyn,0
kathrine,0
kathryn,0
kathryn,1
kathryne,0
kathy,0
kathye,0
kathyrn,0
kati,0
katia,0
katie,0
katina,0
katine,0
katinka,0
katleen,0
katlin,0
katlyn,0
katlynn,0
katrina,0
katrine,0
katrinka,0
katti,0
kattie,0
katuscha,0
katusha,0
katy,0
katya,0
kavon,1
kay,0
kay,1
kaya,0
kaycee,0
kayden,0
kayden,1
kaydence,0
kaye,0
kaye,1
kayla,0
kaylah,0
kaylan,0
kayle,0
kaylee,0
kayleigh,0
kaylen,0
kaylene,0
kayley,0
kayli,0
kaylie,0
kaylil,0
kaylin,0
kaylyn,0
kaylynn,0
kazuko,0
kazuo,1
keagan,1
keandre,1
keanna,0
keanu,1
keara,0
keaton,1
kecia,0
kee,0
keefe,1
keegan,1
keeley,0
keelia,0
keely,0
keena,0
keenan,1
keene,1
keenen,1
keesha,0
kegan,1
keifer,1
keil,1
keila,0
keion,1
keira,0
keisha,0
keith,1
kelan,1
kelby,1
kelcey,0
kelci,0
kelcie,0
kelcy,0
keli,0
kelila,0
kelis,0
kellan,1
kellee,0
kellen,0
kellen,1
kelley,0
kelley,1
kelli,0
kellia,0
kellie,0
kellina,0
kellsie,0
kelly,0
kelly,1
kellyann,0
kelsea,0
kelsey,0
kelsey,1
kelsi,0
kelsie,0
kelsy,0
kelton,1
kelvin,1
kelwin,1
kem,1
ken,1
kenan,1
kendal,0
kendal,1
kendall,0
kendall,1
kendell,1
kendra,0
kendre,0
kendrick,1
kenia,0
kenisha,0
kenji,1
kenley,0
kenn,1
kenna,0
kennard,1
kennedi,0
kennedy,0
kennedy,1
kenneth,0
kenneth,1
kenney,1
kennith,1
kennth,1
kenny,1
kent,1
kenton,1
kenya,0
kenya,1
kenyatta,0
kenyatta,1
kenyon,1
kenzie,0
keon,1
keren,0
keri,0
keriann,0
kerianne,0
kermie,1
kermit,1
kerri,0
kerrie,0
kerrill,0
kerrin,0
kerry,0
kerry,1
kerstin,0
kerwin,1
kesha,0
keshaun,1
keshawn,1
keshia,0
kesley,0
keslie,0
kessia,0
kessiah,0
ketti,0
kettie,0
ketty,0
kevan,1
keven,1
kevin,0
kevin,1
kevina,0
kevon,1
kevyn,0
keyla,0
keyon,1
keyshawn,1
khadijah,0
khalid,1
khalil,1
khalilah,0
khari,1
khiry,1
khloe,0
ki,0
kia,0
kiah,0
kial,0
kian,1
kiana,0
kianna,0
kiara,0
kiara,1
kiarra,0
kiefer,1
kiel,1
kiele,0
kiera,0
kieran,1
kierra,0
kiersten,0
kieth,1
kikelia,0
kiley,0
kiley,1
killian,1
kim,0
kim,1
kimball,1
kimber,0
kimberely,0
kimberlee,0
kimberley,0
kimberli,0
kimberlie,0
kimberly,0
kimberly,1
kimberlyn,0
kimbra,0
kimmi,0
kimmie,0
kimmo,1
kimmy,0
kimora,0
kin,1
kincaid,1
kindra,0
king,1
kingsley,1
kingsly,1
kingston,1
kinley,0
kinna,0
kinsey,0
kinsley,0
kinte,1
kip,0
kip,1
kipp,0
kipp,1
kippie,0
kippy,0
kira,0
kirbee,0
kirbie,0
kirby,0
kirby,1
kiri,0
kirk,1
kirsten,0
kirsteni,0
kirsti,0
kirstie,0
kirstin,0
kirstyn,0
kirt,1
kisha,0
kissee,0
kissiah,0
kissie,0
kit,0
kit,1
kitti,0
kittie,0
kitty,0
kiya,0
kiyoko,0
kiyoshi,1
kizzee,0
kizzie,0
kizzy,0
klara,0
klarika,0
klarrisa,0
klaus,1
klee,1
knox,1
knute,1
kobe,1
koby,1
koda,1
kody,1
koen,1
kolby,1
kole,1
kolten,1
kolton,1
konner,1
konnor,1
konrad,1
konstance,0
konstantin,1
konstanze,0
koo,0
kora,0
koral,0
koralle,0
korbin,1
kordell,1
kordula,0
kore,0
korella,0
koren,0
koressa,0
korey,1
kori,0
korie,0
korney,0
korrie,0
korry,0
kortney,0
kory,1
kostas,1
kourtney,0
kraig,1
kris,0
kris,1
krish,1
krishna,1
krissie,0
krissy,0
krista,0
kristal,0
kristan,0
kriste,0
kristel,0
kristen,0
kristen,1
kristi,0
kristian,0
kristian,1
kristie,0
kristien,0
kristin,0
kristin,1
kristina,0
kristine,0
kristofer,1
kristoffer,1
kristopher,1
kristos,1
kristy,0
kristyn,0
krysta,0
krystal,0
krystalle,0
krysten,0
krystin,0
krystina,0
krystle,0
krystyna,0
kunta,1
kurt,1
kurtis,1
kwame,1
kya,0
kyan,1
kyara,0
kyla,0
kylah,0
kylan,1
kyle,0
kyle,1
kylee,0
kyleigh,0
kylen,0
kylene,0
kyler,1
kylie,0
kylila,0
kylynn,0
kym,0
kymani,1
kynthia,0
kyra,0
kyree,1
kyrie,0
kyrstin,0
kyson,1
la,0
lacee,0
lacey,0
lacey,1
laci,0
lacie,0
lacy,0
lacy,1
ladarius,1
laddie,1
ladonna,0
lady,0
laetitia,0
lafayette,1
lafe,1
lahoma,0
laila,0
lailah,0
laina,0
lainey,0
laird,1
laisha,0
lakeisha,0
laken,0
lakendra,0
lakesha,0
lakeshia,0
lakisha,0
lala,0
lalla,0
lamar,1
lamarcus,1
lamb,0
lambert,1
lamont,1
lamonte,1
lana,0
lance,1
lancelot,1
landan,1
landen,1
landin,1
landon,1
landyn,1
lane,0
lane,1
lanette,0
laney,0
langston,1
lani,0
lanie,0
lanita,0
lanna,0
lanni,0
lannie,0
lannie,1
lanny,0
lanny,1
laquan,1
laquita,0
lara,0
larae,0
laraine,0
lari,0
larina,0
larine,0
larisa,0
larissa,0
lark,0
lark,1
larkin,1
laron,1
larry,0
larry,1
lars,1
larue,0
larue,1
lary,1
laryssa,0
lashanda,0
lashawn,0
lashawn,1
lashonda,0
lashunda,0
lasonya,0
lassie,0
latanya,0
latarsha,0
latasha,0
latashia,0
latesha,0
latia,0
latifah,0
latisha,0
latonia,0
latonya,0
latoria,0
latosha,0
latoya,0
latoyia,0
latrell,1
latrena,0
latrice,0
latricia,0
latrina,0
launa,0
laura,0
laura,1
lauraine,0
laural,0
lauralee,0
laurance,1
laure,0
lauree,0
laureen,0
laurel,0
laurel,1
laurella,0
lauren,0
lauren,1
laurena,0
laurence,1
laurene,0
laurens,1
laurent,1
lauretta,0
laurette,0
lauri,0
laurianne,0
laurice,0
laurie,0
laurie,1
laurine,0
lauryn,0
lavada,0
lavar,1
lavelle,0
lavena,0
lavenia,0
lavera,0
lavern,0
lavern,1
laverna,0
laverne,0
laverne,1
lavina,0
lavinia,0
lavinie,0
lavon,0
lavon,1
lavona,0
lavonda,0
lavonia,0
lavonne,0
lawanda,0
lawerence,1
lawrance,1
lawrence,1
lawson,1
lawton,1
lawyer,1
lay,1
layla,0
laylah,0
layne,0
layne,1
layney,0
layton,1
lazar,1
lazare,1
lazaro,1
lazarus,1
lazlo,1
le,1
lea,0
lea,1
leafy,0
leah,0
leala,0
leamon,1
leana,0
leander,1
leandra,0
leandro,1
leaner,0
leann,0
leanna,0
leanne,0
leanor,0
leanora,0
leatha,0
leatrice,0
lebbie,0
leda,0
lee,0
lee,1
leeann,0
leeanne,0
leela,0
leelah,0
leena,0
leeroy,1
leesa,0
leese,0
lefty,1
legra,0
leia,0
leiah,0
leif,1
leigh,0
leigh,1
leigha,0
leighton,1
leila,0
leilah,0
leilani,0
leisa,0
leisha,0
leitha,0
lela,0
lelah,0
leland,0
leland,1
lelar,0
lelia,0
lella,0
lem,1
lemar,1
lemma,0
lemmie,1
lemmy,1
lemon,1
lempi,0
lemuel,1
len,1
lena,0
lena,1
lenard,1
lenee,0
lenette,0
lenka,0
lenna,0
lennie,0
lennie,1
lennon,1
lenny,1
lenon,1
lenora,0
lenord,1
lenore,0
lenwood,1
leo,0
leo,1
leodora,0
leoine,0
leola,0
leoline,0
leoma,0
leon,1
leona,0
leona,1
leonanie,0
leonard,1
leonardo,1
leonce,1
leone,0
leonel,1
leonelle,0
leonerd,1
leonhard,1
leonia,0
leonid,1
leonidas,1
leonie,0
leonor,0
leonora,0
leonore,0
leontine,0
leontyne,0
leopold,1
leopoldo,1
leora,0
leorah,0
leota,0
lera,0
leroy,1
les,1
lesa,0
leshia,0
lesia,0
leslee,0
lesley,0
lesley,1
lesli,0
leslie,0
leslie,1
lesly,0
less,1
lessie,0
lessie,1
lesta,0
lester,0
lester,1
lesya,0
leta,0
letha,0
lethia,0
leticia,0
letisha,0
letitia,0
letta,0
letti,0
lettie,0
letty,0
lev,1
leva,0
levar,1
levern,1
levi,1
levie,1
levin,1
levina,0
levon,1
levy,1
lew,1
lewis,1
lex,1
lexi,0
lexie,0
lexie,1
lexis,0
lexus,0
leyla,0
lezlie,0
lia,0
liam,1
lian,0
liana,0
liane,0
lianna,0
lianne,0
lib,0
libbey,0
libbi,0
libbie,0
libby,0
liberty,0
licha,0
lida,0
liddie,0
lidia,0
lidie,0
lige,1
lil,0
lila,0
lilah,0
lilas,0
lilburn,1
lilia,0
lilian,0
liliana,0
liliane,0
lilianna,0
lilias,0
lilie,0
lilith,0
lilla,0
lillard,1
liller,0
lilli,0
lillia,0
lillian,0
lillian,1
lilliana,0
lillianna,0
lillie,0
lillie,1
lillis,0
lilllie,0
lilly,0
lily,0
lilyan,0
lilyana,0
lim,1
lin,0
lin,1
lina,0
lincoln,1
lind,0
lind,1
linda,0
linda,1
lindbergh,1
lindell,1
linden,1
lindi,0
lindie,0
lindsay,0
lindsay,1
lindsey,0
lindsey,1
lindsy,0
lindy,0
lindy,1
linea,0
linell,0
linet,0
linette,0
link,1
linn,0
linn,1
linna,0
linnea,0
linnell,0
linnet,0
linnie,0
linnie,1
linoel,1
linsey,0
linton,1
linus,1
linwood,1
linzy,0
linzy,1
lion,1
lionel,1
lionello,1
liora,0
liorah,0
lira,0
lisa,0
lisa,1
lisabeth,0
lisandra,0
lisandro,1
lisbeth,0
lise,0
lisetta,0
lisette,0
lish,1
lisha,0
lishe,0
lisle,1
lissa,0
lissette,0
lissi,0
lissie,0
lissy,0
liston,1
lita,0
litha,0
littie,0
little,1
littleton,1
litzy,0
liuka,0
livia,0
liz,0
liza,0
lizabeth,0
lizbeth,0
lizeth,0
lizette,0
lizzie,0
lizzie,1
lizzy,0
llewellyn,1
lloyd,1
locke,1
lockie,0
lockwood,1
loda,0
loella,0
logan,0
logan,1
lois,0
lois,1
loise,0
lola,0
lola,1
lolande,0
loleta,0
lolita,0
lolla,0
lollie,0
lolly,0
loma,0
lon,1
lona,0
london,0
london,1
londyn,0
lone,1
lonee,0
loney,1
long,1
loni,0
lonie,0
lonie,1
lonna,0
lonni,0
lonnie,0
lonnie,1
lonny,1
lonzo,1
lora,0
lora,1
lorain,0
loraine,0
loralee,0
loralie,0
loralyn,0
loran,1
lorayne,0
lorean,0
loree,0
loreen,0
lorelai,0
lorelei,0
lorelle,0
loren,0
loren,1
lorena,0
lorene,0
lorenz,1
lorenza,0
lorenza,1
lorenzo,1
loretta,0
lorettalorna,0
lorette,0
loretto,0
lori,0
loria,0
loriann,0
lorianna,0
lorianne,0
lorie,0
lorilee,0
lorilyn,0
lorin,1
lorinda,0
lorine,0
loring,1
loris,0
lorita,0
lorna,0
lorne,0
lorne,1
lorraine,0
lorrayne,0
lorri,0
lorrie,0
lorrie,1
lorrin,0
